timestamp,price
2026-03-20T14:30:12.315420,0.6249
2026-03-21T14:30:12.315420,0.6124
2026-03-22T14:30:12.315420,0.6243
2026-03-23T14:30:12.315420,0.6284
2026-03-24T14:30:12.315420,0.6381
2026-03-25T14:30:12.315420,0.6447
2026-03-26T14:30:12.315420,0.6545
2026-03-27T14:30:12.315420,0.6631
2026-03-28T14:30:12.315420,0.6537
2026-03-29T14:30:12.315420,0.6723
2026-03-30T14:30:12.315420,0.6822
2026-03-31T14:30:12.315420,0.7017
2026-04-01T14:30:12.315420,0.713
2026-04-02T14:30:12.315420,0.7116
2026-04-03T14:30:12.315420,0.7024
2026-04-04T14:30:12.315420,0.7114
2026-04-05T14:30:12.315420,0.7254
2026-04-06T14:30:12.315420,0.7422
2026-04-07T14:30:12.315420,0.7517
2026-04-08T14:30:12.315420,0.7294
2026-04-09T14:30:12.315420,0.7251
2026-04-10T14:30:12.315420,0.7082
2026-04-11T14:30:12.315420,0.7043
2026-04-12T14:30:12.315420,0.7151
2026-04-13T14:30:12.315420,0.7068
2026-04-14T14:30:12.315420,0.6969
2026-04-15T14:30:12.315420,0.6882
2026-04-16T14:30:12.315420,0.6996
2026-04-17T14:30:12.315420,0.7071
2026-04-18T14:30:12.315420,0.6964
