timestamp,price
2026-03-20T14:30:12.314290,0.6982
2026-03-21T14:30:12.314290,0.6924
2026-03-22T14:30:12.314290,0.7015
2026-03-23T14:30:12.314290,0.7069
2026-03-24T14:30:12.314290,0.7239
2026-03-25T14:30:12.314290,0.703
2026-03-26T14:30:12.314290,0.6934
2026-03-27T14:30:12.314290,0.6857
2026-03-28T14:30:12.314290,0.6765
2026-03-29T14:30:12.314290,0.6841
2026-03-30T14:30:12.314290,0.6851
2026-03-31T14:30:12.314290,0.6661
2026-04-01T14:30:12.314290,0.6598
2026-04-02T14:30:12.314290,0.6752
2026-04-03T14:30:12.314290,0.6884
2026-04-04T14:30:12.314290,0.6724
2026-04-05T14:30:12.314290,0.659
2026-04-06T14:30:12.314290,0.6622
2026-04-07T14:30:12.314290,0.6505
2026-04-08T14:30:12.314290,0.6469
2026-04-09T14:30:12.314290,0.66
2026-04-10T14:30:12.314290,0.657
2026-04-11T14:30:12.314290,0.6435
2026-04-12T14:30:12.314290,0.6371
2026-04-13T14:30:12.314290,0.6489
2026-04-14T14:30:12.314290,0.6444
2026-04-15T14:30:12.314290,0.629
2026-04-16T14:30:12.314290,0.632
2026-04-17T14:30:12.314290,0.6193
2026-04-18T14:30:12.314290,0.6325
