timestamp,price
2026-03-20T14:30:12.317988,0.2788
2026-03-21T14:30:12.317988,0.2749
2026-03-22T14:30:12.317988,0.2823
2026-03-23T14:30:12.317988,0.2844
2026-03-24T14:30:12.317988,0.2782
2026-03-25T14:30:12.317988,0.2781
2026-03-26T14:30:12.317988,0.2792
2026-03-27T14:30:12.317988,0.2848
2026-03-28T14:30:12.317988,0.2792
2026-03-29T14:30:12.317988,0.286
2026-03-30T14:30:12.317988,0.2938
2026-03-31T14:30:12.317988,0.2992
2026-04-01T14:30:12.317988,0.2939
2026-04-02T14:30:12.317988,0.2964
2026-04-03T14:30:12.317988,0.2984
2026-04-04T14:30:12.317988,0.2998
2026-04-05T14:30:12.317988,0.2988
2026-04-06T14:30:12.317988,0.3061
2026-04-07T14:30:12.317988,0.3079
2026-04-08T14:30:12.317988,0.3166
2026-04-09T14:30:12.317988,0.3172
2026-04-10T14:30:12.317988,0.3151
2026-04-11T14:30:12.317988,0.3158
2026-04-12T14:30:12.317988,0.3089
2026-04-13T14:30:12.317988,0.3159
2026-04-14T14:30:12.317988,0.3231
2026-04-15T14:30:12.317988,0.3169
2026-04-16T14:30:12.317988,0.3117
2026-04-17T14:30:12.317988,0.3067
2026-04-18T14:30:12.317988,0.3113
